work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_experience_ratio
2024,-2.407445545681001,2,45,-1.347081772365075,USD,65000,82,0.0,71,1,1.7871562031859747
2024,-0.9240163240835538,2,71,0.0723450155571941,USD,150000,82,0.0,71,1,-12.772356422441439
2024,-0.9240163240835538,2,71,-0.3451334514787674,USD,125000,82,0.0,71,1,2.677272574201343
2024,-0.9240163240835538,2,144,1.9187687795638446,USD,260570,82,0.0,71,1,-0.481567312291579
2024,-0.9240163240835538,2,144,0.35673134730209105,USD,167030,82,0.0,71,1,-2.5902302420904673
2024,-2.407445545681001,2,56,-0.42862914488595966,USD,120000,82,0.0,71,1,5.6166165423061045
2024,-2.407445545681001,2,56,-0.7626119185147289,USD,100000,82,0.0,71,1,3.156842277484684
2024,0.5594128975138931,2,56,0.7403105628147325,USD,190000,82,100.0,71,1,0.7556462457957523
2024,0.5594128975138931,2,56,0.1558407089643864,USD,155000,82,100.0,71,1,3.5896454862877536
2024,0.5594128975138931,2,45,0.4731243439117171,USD,174000,82,100.0,71,1,1.1823802869426585
2024,0.5594128975138931,2,45,-0.4954256996117135,USD,116000,82,100.0,71,1,-1.1291559924168835
2024,-0.9240163240835538,2,45,-0.7626119185147289,USD,100000,82,0.0,71,1,1.2116468437618677
2024,-0.9240163240835538,2,45,-1.0965946921434981,USD,80000,82,0.0,71,1,0.842623378266944
2024,-0.9240163240835538,2,45,-0.011150677849998198,USD,145000,82,0.0,71,1,82.86638144457767
2024,-0.9240163240835538,2,45,-0.8461076119219212,USD,95000,82,0.0,71,1,1.092078963791218
2024,-0.9240163240835538,2,88,-0.42862914488595966,USD,120000,6,0.0,6,2,2.1557477719565616
2024,-0.9240163240835538,2,88,-1.2635860789578826,USD,70000,6,0.0,6,2,0.7312650396129862
2024,-0.9240163240835538,0,88,-0.2616377580715751,USD,130000,82,0.0,71,1,3.5316627496508923
2024,-0.9240163240835538,0,88,-0.5956205317003442,USD,110000,82,0.0,71,1,1.5513506921021067
2024,-0.9240163240835538,2,86,1.5752674968866553,USD,240000,82,0.0,71,1,-0.5865774072719532
2024,-0.9240163240835538,2,86,0.5733191760003479,USD,180000,82,0.0,71,1,-1.6116961768656997
2024,0.5594128975138931,2,32,0.9540595379371447,USD,202800,82,0.0,71,1,0.5863500916551272
2024,0.5594128975138931,2,32,-0.5121248382931519,USD,115000,82,0.0,71,1,-1.092336976621455
2024,0.5594128975138931,2,53,-1.0965946921434981,GBP,100000,31,0.0,26,1,-0.5101364264497913
2024,0.5594128975138931,2,53,-1.681064545993844,GBP,56250,31,0.0,26,1,-0.33277300318243797
2024,0.5594128975138931,2,45,-0.9296033053291134,CAD,69230,12,0.0,11,1,-0.6017759342151227
2024,0.5594128975138931,2,45,-1.1800903855506903,CAD,57692,12,0.0,11,1,-0.4740424160415836
2024,-0.9240163240835538,2,45,-0.5572125127330358,USD,112300,82,0.0,71,1,1.6582835147606532
2024,-0.9240163240835538,2,45,-1.1784204716825464,USD,75100,82,0.0,71,1,0.7841142837278151
2024,-0.9240163240835538,2,28,0.5432607263737587,USD,178200,82,0.0,71,1,-1.700870832779174
2024,-0.9240163240835538,2,28,-0.9797007213734288,USD,87000,82,0.0,71,1,0.9431618288370639
2024,0.5594128975138931,2,88,-0.12804464862006742,USD,138000,12,0.0,11,1,-4.368889317458135
2024,0.5594128975138931,2,88,-1.2301878015950056,USD,72000,12,0.0,11,1,-0.4547378024628303
2024,-0.9240163240835538,2,114,1.775657161063917,USD,252000,82,0.0,71,1,-0.5203799158672685
2024,-0.9240163240835538,2,114,0.37292951182308637,USD,168000,82,0.0,71,1,-2.477723791733321
2024,0.5594128975138931,2,66,-0.0946463712571905,USD,140000,82,100.0,71,1,-5.910558324457614
2024,0.5594128975138931,2,66,-0.2616377580715751,USD,130000,82,100.0,71,1,-2.13811990148936
2024,0.5594128975138931,2,118,0.7403105628147325,USD,190000,82,0.0,71,1,0.7556462457957523
2024,0.5594128975138931,2,118,-0.7626119185147289,USD,100000,82,0.0,71,1,-0.7335485899609485
2024,-0.9240163240835538,2,88,0.0831994557001291,USD,150650,82,0.0,71,1,-11.106038090128035
2024,-0.9240163240835538,2,88,-0.6507276893490912,USD,106700,82,0.0,71,1,1.41997388340402
2024,0.5594128975138931,2,88,0.7787185817820409,USD,192300,82,0.0,71,1,0.718376202393575
2024,0.5594128975138931,2,88,-0.630688722931365,USD,107900,82,0.0,71,1,-0.8869873158882714
2024,-0.9240163240835538,2,60,-0.5121248382931519,USD,115000,82,100.0,71,1,1.8042794549141274
2024,-0.9240163240835538,2,60,-0.8377580425812019,USD,95500,82,100.0,71,1,1.1029632389282507
2024,-0.9240163240835538,2,144,0.8238062562219247,USD,195000,82,100.0,71,1,-1.1216427613953852
2024,-0.9240163240835538,2,144,0.2393364023715787,USD,160000,82,100.0,71,1,-3.8607429330745267
2024,0.5594128975138931,2,88,1.8691723376799723,USD,257600,82,0.0,71,1,0.2992837451298042
2024,0.5594128975138931,2,88,0.00554846083144026,USD,146000,82,0.0,71,1,100.82307769823107
2024,-2.407445545681001,2,45,-0.9296033053291134,USD,90000,12,0.0,11,1,2.5897557935518285
2024,-2.407445545681001,2,45,-1.2635860789578826,USD,70000,12,0.0,11,1,1.9052485507489079
2024,0.5594128975138931,2,118,-0.5956205317003442,EUR,122222,60,100.0,53,2,-0.939210231583039
2024,0.5594128975138931,2,118,-1.2635860789578826,EUR,77777,60,100.0,53,2,-0.44271847152293553
2024,0.5594128975138931,2,56,0.20927795274498945,USD,158200,82,0.0,71,1,2.673061783032406
2024,0.5594128975138931,2,56,-1.195119610363985,USD,74100,82,0.0,71,1,-0.46808109637119805
2024,0.5594128975138931,2,56,1.4316549042262847,USD,231400,82,0.0,71,1,0.39074563001355345
2024,0.5594128975138931,2,56,0.422275466626737,USD,170955,82,0.0,71,1,1.3247582247262695
2024,-0.9240163240835538,2,56,-0.14474378730150586,USD,137000,82,0.0,71,1,6.383806457674061
2024,-0.9240163240835538,2,56,-1.4255677241678357,USD,60300,82,0.0,71,1,0.6481742736024283
2024,-0.9240163240835538,2,45,-0.7442762642425095,USD,101098,82,0.0,71,1,1.2414964287810193
2024,-0.9240163240835538,2,45,-1.4394447084121111,USD,59469,82,0.0,71,1,0.641925541622825
2024,-0.9240163240835538,2,74,0.3455930218015716,USD,166363,82,0.0,71,1,-2.6737123315357167
2024,-0.9240163240835538,2,74,-0.6961994439786481,USD,103977,82,0.0,71,1,1.3272293335986818
2024,0.5594128975138931,2,65,0.33953123446020944,USD,166000,82,0.0,71,1,1.6476036391858144
2024,0.5594128975138931,2,65,-0.695815363788975,USD,104000,82,0.0,71,1,-0.8039674411149541
2024,0.5594128975138931,2,144,0.41300744465853867,USD,170400,82,0.0,71,1,1.3544862320251825
2024,0.5594128975138931,2,144,-0.3651724178964935,USD,123800,82,0.0,71,1,-1.531914433013
2024,-0.9240163240835538,2,95,-0.850065307789422,USD,94763,82,100.0,71,1,1.0869945116175133
2024,-0.9240163240835538,2,95,-1.3011591409911192,USD,67750,82,100.0,71,1,0.7101485859598327
2024,0.5594128975138931,2,118,1.763132807052838,USD,251250,82,0.0,71,1,0.31728347137331014
2024,0.5594128975138931,2,118,-0.41610479087488084,USD,120750,82,0.0,71,1,-1.3444038852273243
2024,-0.9240163240835538,2,45,-1.931551626215421,EUR,33333,51,0.0,44,1,0.4783803402107465
2024,-0.9240163240835538,2,45,-2.0016880086774624,EUR,28666,51,0.0,44,1,0.4616185539793795
2024,0.5594128975138931,2,88,0.7338813944223787,USD,189615,82,0.0,71,1,0.7622660851815085
2024,0.5594128975138931,2,88,0.07877418394954791,USD,150385,82,0.0,71,1,7.1014749942973365
2024,0.5594128975138931,2,80,2.30668977113366,USD,283800,82,0.0,71,1,0.24251761312443876
2024,0.5594128975138931,2,80,1.4867620618750317,USD,234700,82,0.0,71,1,0.37626255865608305
2024,-0.9240163240835538,2,88,-0.6123196703817827,USD,109000,82,100.0,71,1,1.509042365905749
2024,-0.9240163240835538,2,88,-0.8795058892847981,USD,93000,82,100.0,71,1,1.0506084556579274
2024,-0.9240163240835538,2,88,0.3061329570973325,USD,164000,82,0.0,71,1,-3.018349715903898
2024,-0.9240163240835538,2,88,-0.2449386193901366,USD,131000,82,0.0,71,1,3.7724403215149453
2024,-0.9240163240835538,2,90,-1.670928168814211,GBP,57008,31,0.0,26,1,0.5529958386776676
2024,-0.9240163240835538,2,90,-1.9161717194898162,GBP,38651,31,0.0,26,1,0.482219998701147
2024,-0.9240163240835538,2,45,-1.5140731591794596,GBP,68750,31,100.0,26,1,0.6102851229357487
2024,-0.9240163240835538,2,45,-1.681064545993844,GBP,56250,31,100.0,26,1,0.5496614191796402
2024,0.5594128975138931,2,33,-0.02284007492700512,USD,144300,82,0.0,71,1,-24.492603430668584
2024,0.5594128975138931,2,33,-0.6824560528438243,USD,104800,82,0.0,71,1,-0.8197053790977383
2024,0.5594128975138931,2,56,1.1202159678174575,USD,212750,82,0.0,71,1,0.49937950679618515
2024,0.5594128975138931,2,56,0.1934137709976229,USD,157250,82,0.0,71,1,2.892311620979503
2024,-2.407445545681001,2,45,0.0723450155571941,USD,150000,82,100.0,71,1,-33.27728285271757
2024,-2.407445545681001,2,45,-0.2749970690167258,USD,129200,82,100.0,71,1,8.754440744728722
2024,0.5594128975138931,2,118,1.9927459639226168,USD,265000,82,0.0,71,1,0.2807246420977403
2024,0.5594128975138931,2,118,0.4063277891859633,USD,170000,82,0.0,71,1,1.3767527410188223
2024,0.5594128975138931,2,88,0.7403105628147325,USD,190000,82,100.0,71,1,0.7556462457957523
2024,0.5594128975138931,2,88,0.1558407089643864,USD,155000,82,100.0,71,1,3.5896454862877536
2024,0.5594128975138931,2,56,0.322832095778771,USD,165000,82,100.0,71,1,1.7328292472420253
2024,0.5594128975138931,2,56,-0.7626119185147289,USD,100000,82,100.0,71,1,-0.7335485899609485
2024,-0.9240163240835538,2,56,1.1394199773011116,USD,213900,82,100.0,71,1,-0.8109532415538528
2024,-0.9240163240835538,2,56,-0.3200847434566097,USD,126500,82,100.0,71,1,2.8867865244218125
2024,0.5594128975138931,2,142,-0.2616377580715751,USD,130000,82,0.0,71,1,-2.13811990148936
2024,0.5594128975138931,2,142,-0.695815363788975,USD,104000,82,0.0,71,1,-0.8039674411149541
2024,0.5594128975138931,2,118,1.3247804166650785,USD,225000,82,100.0,71,1,0.42226839291761653
2024,0.5594128975138931,2,118,-1.3303826336836364,USD,66000,82,100.0,71,1,-0.4204902284126785
2024,0.5594128975138931,2,114,1.2412847232578863,USD,220000,82,0.0,71,1,0.45067250650249957
2024,-0.9240163240835538,2,29,-0.5956205317003442,USD,110000,82,0.0,71,1,1.5513506921021067
2024,-0.9240163240835538,2,29,-1.0130989987363057,USD,85000,82,0.0,71,1,0.9120691316802508
2024,0.5594128975138931,2,118,2.276631321507071,USD,282000,82,100.0,71,1,0.2457195823624074
2024,0.5594128975138931,2,118,0.7069122854518556,USD,188000,82,100.0,71,1,0.7913469733466558
2024,2.04284211911134,2,80,1.2354400247193829,USD,219650,82,100.0,71,1,1.6535340269353425
2024,2.04284211911134,2,80,-0.16144292598294432,USD,136000,82,100.0,71,1,-12.653649001178017
2024,0.5594128975138931,2,80,1.0884876043227243,USD,210850,82,0.0,71,1,0.5139359376186644
2024,0.5594128975138931,2,80,-0.004471022377422815,USD,145400,82,0.0,71,1,-125.1196818738245
2024,-0.9240163240835538,2,45,-0.03118964426772435,USD,143800,82,100.0,71,1,29.625741036095878
2024,-0.9240163240835538,2,45,-0.6574073448216665,USD,106300,82,100.0,71,1,1.4055460915700748
2024,-0.9240163240835538,2,2,0.0723450155571941,USD,150000,82,100.0,71,1,-12.772356422441439
2024,-0.9240163240835538,2,2,-0.9262634775928258,USD,90200,82,100.0,71,1,0.9975739586374367
2024,-0.9240163240835538,2,56,-0.0946463712571905,USD,140000,82,0.0,71,1,9.762828852388298
2024,-0.9240163240835538,2,56,-0.5956205317003442,USD,110000,82,0.0,71,1,1.5513506921021067
2024,0.5594128975138931,2,45,-0.0946463712571905,USD,140000,82,100.0,71,1,-5.910558324457614
2024,0.5594128975138931,2,45,-0.42862914488595966,USD,120000,82,100.0,71,1,-1.3051209983929803
2024,-0.9240163240835538,3,144,-0.12804464862006742,USD,138000,82,0.0,71,1,7.216360340253533
2024,-0.9240163240835538,3,144,-0.9963998600548672,USD,86000,82,0.0,71,1,0.9273549316161811
2024,-0.9240163240835538,2,88,0.9022922080246855,USD,199700,82,0.0,71,1,-1.0240765861277104
2024,-0.9240163240835538,2,88,-1.250226768012732,USD,70800,82,0.0,71,1,0.7390789796896622
2024,0.5594128975138931,2,142,0.48982348259315556,USD,175000,82,0.0,71,1,1.1420703935065075
2024,0.5594128975138931,2,142,-0.2616377580715751,USD,130000,82,0.0,71,1,-2.13811990148936
2024,0.5594128975138931,2,53,0.40377282096770317,USD,169847,82,100.0,71,1,1.3854644702760694
2024,0.5594128975138931,2,53,-0.23440146288214897,USD,131631,82,100.0,71,1,-2.386558900424404
2024,0.5594128975138931,2,125,2.1931356280998786,USD,277000,82,0.0,71,1,0.25507446522975213
2024,0.5594128975138931,2,125,0.45642520523027863,USD,173000,82,0.0,71,1,1.2256398005707299
2024,0.5594128975138931,2,118,1.9843963945818976,USD,264500,82,100.0,71,1,0.2819058223655756
2024,0.5594128975138931,2,118,0.33285157898763407,USD,165600,82,100.0,71,1,1.6806676994453318
2024,0.5594128975138931,2,28,0.8071071175404863,USD,194000,82,100.0,71,1,0.6931086163861413
2024,0.5594128975138931,2,28,0.37292951182308637,USD,168000,82,100.0,71,1,1.500049955229267
2024,-0.9240163240835538,2,56,-0.9296033053291134,USD,90000,82,0.0,71,1,0.993989929668353
2024,-0.9240163240835538,2,56,-1.2635860789578826,USD,70000,82,0.0,71,1,0.7312650396129862
2024,-2.407445545681001,2,88,-0.14474378730150586,USD,137000,82,0.0,71,1,16.63246202523509
2024,-2.407445545681001,2,88,-1.4238978102996918,USD,60400,82,0.0,71,1,1.6907432038077923
2024,2.04284211911134,2,80,0.8687102401363128,USD,197689,82,0.0,71,1,2.351580567060876
2024,2.04284211911134,2,80,0.11093672504999838,USD,152311,82,0.0,71,1,18.414480129917717
2024,2.04284211911134,2,142,1.0659437671027825,USD,209500,82,0.0,71,1,1.9164633090015164
2024,2.04284211911134,2,142,0.03059716885359795,USD,147500,82,0.0,71,1,66.7657236159979
2024,0.5594128975138931,2,56,0.4063277891859633,USD,170000,82,100.0,71,1,1.3767527410188223
2024,0.5594128975138931,2,56,0.00554846083144026,USD,146000,82,100.0,71,1,100.82307769823107
2024,0.5594128975138931,2,118,1.2513042064667492,USD,220600,82,0.0,71,1,0.4470638671418534
2024,0.5594128975138931,2,118,-0.09297645738904665,USD,140100,82,0.0,71,1,-6.01671555599403
2024,0.5594128975138931,2,2,1.523032591091116,USD,236872,82,0.0,71,1,0.3673019873547972
2024,0.5594128975138931,2,2,0.03969819943498191,USD,148045,82,0.0,71,1,14.091644091569062
2024,-0.9240163240835538,2,84,-0.029586526954306257,USD,143896,82,0.0,71,1,31.230983126563462
2024,-0.9240163240835538,2,84,-0.7758376363504281,USD,99208,82,0.0,71,1,1.1909918787005027
2024,0.5594128975138931,2,16,1.74225888370104,USD,250000,82,0.0,71,1,0.3210848300142085
2024,0.5594128975138931,2,16,0.2393364023715787,USD,160000,82,0.0,71,1,2.3373498221360567
2024,0.5594128975138931,2,114,0.907301949629117,USD,200000,82,0.0,71,1,0.6165675029603623
2024,0.5594128975138931,2,114,-2.0150473196226133,USD,25000,82,0.0,71,1,-0.2776177472689139
2024,0.5594128975138931,2,56,-0.13639421796078663,USD,137500,82,0.0,71,1,-4.101441438483297
2024,0.5594128975138931,2,56,-1.0715459841213404,USD,81500,82,0.0,71,1,-0.5220614941435364
2024,2.04284211911134,2,80,1.0692835948390702,USD,209700,82,0.0,71,1,1.910477378472072
2024,2.04284211911134,2,80,0.2610452826574487,USD,161300,82,0.0,71,1,7.825623578848647
2024,0.5594128975138931,2,88,1.7255597450196016,USD,249000,82,0.0,71,1,0.3241921348295816
2024,0.5594128975138931,2,88,1.1744881685321324,USD,216000,82,0.0,71,1,0.47630356141692226
2024,0.5594128975138931,2,56,0.4069957547332208,USD,170040,82,0.0,71,1,1.3744932005017578
2024,0.5594128975138931,2,56,-0.5395114257307111,USD,113360,82,0.0,71,1,-1.0368879523843775
2024,-0.9240163240835538,2,122,0.5440956833078305,USD,178250,82,0.0,71,1,-1.698260714854408
2024,-0.9240163240835538,2,122,-0.5872709623596251,USD,110500,82,0.0,71,1,1.573407137943451
2024,-2.407445545681001,2,45,-1.0414875344947512,USD,83300,82,0.0,71,1,2.3115452330871213
2024,-2.407445545681001,2,45,-1.639316699290248,USD,47500,82,0.0,71,1,1.4685664745093605
2024,0.5594128975138931,2,88,0.907301949629117,USD,200000,82,100.0,71,1,0.6165675029603623
2024,0.5594128975138931,2,88,0.04729630753503641,USD,148500,82,100.0,71,1,11.827834490028387
2024,0.5594128975138931,2,53,-0.12804464862006742,USD,138000,82,0.0,71,1,-4.368889317458135
2024,0.5594128975138931,2,53,-0.42862914488595966,USD,120000,82,0.0,71,1,-1.3051209983929803
2024,0.5594128975138931,2,144,1.74225888370104,USD,250000,82,0.0,71,1,0.3210848300142085
2024,0.5594128975138931,2,144,0.907301949629117,USD,200000,82,0.0,71,1,0.6165675029603623
2024,0.5594128975138931,2,56,-0.5956205317003442,USD,110000,82,100.0,71,1,-0.939210231583039
2024,0.5594128975138931,2,56,-0.9296033053291134,USD,90000,82,100.0,71,1,-0.6017759342151227
2024,-0.9240163240835538,2,56,-0.06124809389431358,USD,142000,82,100.0,71,1,15.086450293097885
2024,-0.9240163240835538,2,56,-0.2699873274122943,USD,129500,82,100.0,71,1,3.422443315913491
2024,-0.9240163240835538,2,74,1.0835446592730185,USD,210554,82,0.0,71,1,-0.8527717950301219
2024,-0.9240163240835538,2,74,-0.2349859327359993,USD,131596,82,0.0,71,1,3.932219743220385
2024,0.5594128975138931,2,56,0.4063277891859633,USD,170000,82,0.0,71,1,1.3767527410188223
2024,0.5594128975138931,2,56,-0.2616377580715751,USD,130000,82,0.0,71,1,-2.13811990148936
2024,0.5594128975138931,2,56,0.23182178996493139,USD,159550,82,0.0,71,1,2.413116116472562
2024,0.5594128975138931,2,56,-0.5455231156560288,USD,113000,82,0.0,71,1,-1.0254613992684083
2024,-0.9240163240835538,2,56,-0.1781420646643828,USD,135000,82,0.0,71,1,5.186963145534369
2024,-0.9240163240835538,2,56,-0.7626119185147289,USD,100000,82,0.0,71,1,1.2116468437618677
2024,-0.9240163240835538,2,118,1.665442845766423,USD,245400,82,0.0,71,1,-0.5548171925757855
2024,-0.9240163240835538,2,118,-0.11134550993862895,USD,139000,82,0.0,71,1,8.29864019297096
2024,0.5594128975138931,2,56,0.7403105628147325,USD,190000,82,0.0,71,1,0.7556462457957523
2024,0.5594128975138931,2,56,0.3562303731416479,USD,167000,82,0.0,71,1,1.570368333784536
2024,0.5594128975138931,2,118,2.644012372498717,USD,304000,82,0.0,71,1,0.21157726163937027
2024,0.5594128975138931,2,118,1.6420640516124092,USD,244000,82,0.0,71,1,0.3406766605508372
2024,-2.407445545681001,2,45,-1.5975688525866518,GBP,62500,82,0.0,71,1,1.506943216740276
2024,-2.407445545681001,2,45,-1.6977636846752826,GBP,55000,82,0.0,71,1,1.418009801606431
2024,0.5594128975138931,2,88,1.7021809508655876,USD,247600,82,0.0,71,0,0.32864478787018636
2024,0.5594128975138931,2,88,-0.3067254325114589,USD,127300,82,0.0,71,0,-1.8238229967871806
2024,0.5594128975138931,2,80,1.0742933364435017,USD,210000,82,0.0,71,1,0.520726396168346
2024,0.5594128975138931,2,80,0.4063277891859633,USD,170000,82,0.0,71,1,1.3767527410188223
2024,-0.9240163240835538,2,16,1.278022828357051,USD,222200,82,0.0,71,0,-0.7230045532687499
2024,-0.9240163240835538,2,16,-0.16144292598294432,USD,136000,82,0.0,71,0,5.723485984026155
2024,-0.9240163240835538,2,142,0.907301949629117,USD,200000,82,100.0,71,1,-1.0184220638578692
2024,-0.9240163240835538,2,142,0.09405389584306409,USD,151300,82,100.0,71,1,-9.824328017473553
2024,-0.9240163240835538,2,88,-0.5956205317003442,USD,110000,82,100.0,71,1,1.5513506921021067
2024,-0.9240163240835538,2,88,-0.9296033053291134,USD,90000,82,100.0,71,1,0.993989929668353
2024,-2.407445545681001,2,45,0.17253984764582486,USD,156000,82,0.0,71,1,-13.952982911071073
2024,-2.407445545681001,2,45,-0.8628067506033597,USD,94000,82,0.0,71,1,2.790248852361757
2024,-0.9240163240835538,2,144,1.1210509247515292,USD,212800,82,0.0,71,0,-0.8242411684271646
2024,-0.9240163240835538,2,144,-0.360162676292062,USD,124100,82,0.0,71,0,2.565552693012125
2024,-0.9240163240835538,2,11,0.8238062562219247,USD,195000,82,0.0,71,1,-1.1216427613953852
2024,-0.9240163240835538,2,11,-0.0946463712571905,USD,140000,82,0.0,71,1,9.762828852388298
2024,0.5594128975138931,2,62,0.8917383523780164,USD,199068,82,0.0,71,1,0.627328516287424
2024,0.5594128975138931,2,62,0.0723450155571941,USD,150000,82,0.0,71,1,7.73257000783469
2024,2.04284211911134,2,80,1.7572881085143346,USD,250900,82,0.0,71,1,1.1624969799849278
2024,2.04284211911134,2,80,0.4580951190984225,USD,173100,82,0.0,71,1,4.45942782174117
2024,-0.9240163240835538,2,45,-0.8461076119219212,USD,95000,82,0.0,71,1,1.092078963791218
2024,-0.9240163240835538,2,45,-1.0965946921434981,USD,80000,82,0.0,71,1,0.842623378266944
2024,-2.407445545681001,2,88,-1.4305774657722672,EUR,66666,30,0.0,25,1,1.6828487818947937
2024,-2.407445545681001,2,88,-1.7645602394010365,EUR,44444,30,0.0,25,1,1.364331742223879
2024,0.5594128975138931,2,56,-0.12804464862006742,USD,138000,82,0.0,71,1,-4.368889317458135
2024,0.5594128975138931,2,56,-0.9963998600548672,USD,86000,82,0.0,71,1,-0.5614341389842114
2024,0.5594128975138931,2,2,0.6861051586547832,USD,186754,82,0.0,71,1,0.8153457097024455
2024,0.5594128975138931,2,2,-0.7459127798332904,USD,101000,82,0.0,71,1,-0.7499709250710525
2024,0.5594128975138931,2,88,1.4750726647980246,USD,234000,82,0.0,71,1,0.37924429817190813
2024,0.5594128975138931,2,88,0.00554846083144026,USD,146000,82,0.0,71,1,100.82307769823107
2024,-0.9240163240835538,2,144,-0.826068645504195,USD,96200,82,100.0,71,1,1.118570870729001
2024,-0.9240163240835538,2,144,-1.2669259066941703,USD,69800,82,100.0,71,1,0.7293373031534407
2024,0.5594128975138931,2,103,-0.826068645504195,USD,96200,82,100.0,71,1,-0.6771990446053702
2024,0.5594128975138931,2,103,-1.2669259066941703,USD,69800,82,100.0,71,1,-0.4415513918833555
2024,0.5594128975138931,2,28,0.4063277891859633,USD,170000,82,0.0,71,1,1.3767527410188223
2024,0.5594128975138931,2,28,0.0723450155571941,USD,150000,82,0.0,71,1,7.73257000783469
2024,-0.9240163240835538,2,56,0.19758855566798253,USD,157500,82,0.0,71,1,-4.676466817421463
2024,-0.9240163240835538,2,56,0.07067510168905025,USD,149900,82,0.0,71,1,-13.074142123614552
2024,0.5594128975138931,2,45,0.38962865050452483,USD,169000,82,0.0,71,1,1.4357591434549717
2024,0.5594128975138931,2,45,-0.6791162251075366,USD,105000,82,0.0,71,1,-0.8237366106594071
2024,0.5594128975138931,2,56,0.039230623551901635,USD,148017,82,100.0,71,1,14.2595973977777
2024,0.5594128975138931,2,56,-0.9785484808044096,USD,87069,82,100.0,71,1,-0.5716762209410732
2024,-0.9240163240835538,2,90,-0.6568061758291348,USD,106336,12,0.0,11,1,1.4068325757094169
2024,-0.9240163240835538,2,90,-1.043992405296967,USD,83150,12,0.0,11,1,0.8850795459768833
2024,-0.9240163240835538,2,52,-0.2616377580715751,USD,130000,82,100.0,71,1,3.5316627496508923
2024,-0.9240163240835538,2,52,-0.9129041666476749,USD,91000,82,100.0,71,1,1.0121723153884645
2024,0.5594128975138931,2,45,0.07109258015608622,USD,149925,82,0.0,71,1,7.868794412661388
2024,0.5594128975138931,2,45,-0.908562390590501,USD,91260,82,0.0,71,1,-0.6157121440502445
2024,0.5594128975138931,2,114,0.6568148694075402,USD,185000,82,0.0,71,1,0.8517055925035535
2024,0.5594128975138931,2,114,-2.0150473196226133,USD,25000,82,0.0,71,1,-0.2776177472689139
2024,0.5594128975138931,2,88,0.1558407089643864,USD,155000,82,100.0,71,1,3.5896454862877536
2024,0.5594128975138931,2,88,-0.42862914488595966,USD,120000,82,100.0,71,1,-1.3051209983929803
2024,0.5594128975138931,2,114,1.0692835948390702,USD,209700,82,0.0,71,1,0.5231660713901499
2024,0.5594128975138931,2,114,-0.017830333322573583,USD,144600,82,0.0,71,1,-31.374225450158267
2024,0.5594128975138931,2,53,0.48982348259315556,USD,175000,82,0.0,71,1,1.1420703935065075
2024,0.5594128975138931,2,53,-0.47872656093027505,USD,117000,82,0.0,71,1,-1.1685436806072054
2024,-0.9240163240835538,2,45,-1.1420163493570106,USD,77280,82,0.0,71,1,0.8091095408606039
